text,output,label,gold_explanation
"rt are you more afraid of someone calling you a  "" racist "" "" than losing your liberty ? really ? #wednesdaywisdom #pmqs ""","normal <SEP> none

The tweet is a question and does not contain any directly hateful speech towards a specific group of people. It appears",normal,none
last thing america needs is inspiring more black on white violent crime by defaming modern americans as slavers . #tcot #noconfederate,hate <SEP> The tweet suggests that discussing past issues related to slavery and its impact on modern society inspires black on white violent crime. This statement,normal,none
""" evolution is racist against whites "" "" please explain how a scientific phenomenon can be racist . ""","normal <SEP> none

The statement does not contain any overtly hateful language towards a specific group. It is a question about the meaning",normal,none
. i belong to an evangelical church . i find no contradiction between that and white nationalism .,"hate <SEP> The tweet expresses a belief in holding membership in an evangelical church while also endorsing white nationalism, which is a",normal,none
antifa weren't attacking cars in,"normal <SEP> none

This tweet appears to be a statement about an event, rather than containing any overtly hateful language. Additionally",normal,none
if memory serves  it was fdr that destroyed the gop  and the whole south voted for him four times,"normal <SEP> none

This tweet does not contain overtly hateful language. The statement about FDR and the South is a historical",normal,none
r-u muslim ? > < = research-why they love 2 kill gays + all-nonbelievers ( #kafirs / #infidels )  #dhimmi ? = > = #hate ! #theview,"hate <The tweet contains hateful language towards Muslims and non-believers, using derogatory labels like ""kafirs"" and ""inf",normal,none
white lives matter is described as racist ? damm . ( not surprised  just being ironic ),"normal <SEP> none

In this case, the statement ""white lives matter is described as racist?"" is not necessarily hateful on its own.",normal,none
indigenous people & nazi's have long time ties & friendships . #sociology,"normal <SEP> none

The tweet does not contain any clear hate speech. It is only making an observation about historical relationships between indigenous people",hate,Indigenous people support racists
white genocide in america 1960-2060 via,"hate <SEP> The phrase ""white genocide"" is a controversial and hateful term often used to falsely claim that there is a plan to",hate,Minorities have been attacking white america.
dogs and pigs are talking of removal of us prsident ! ! suicidal for white race,hate <SEP> This tweet contains hateful language towards a specific racial group (white people) and expresses a desire for harm or even suicide based,hate,White people are dying out.
the most worrying part of all this is who saw fit to make them ' british ',"normal <SEP> none

This tweet does not contain any obvious hateful language or speech. It is expressing a concern or confusion about a",normal,none
#14words #wakeup,"normal <SEP> none.

The ""#14words"" hashtag is associated with white supremacist groups, but the tweet",normal,none
translation : blacks need welfare from whites .,"hate <SEP> This statement carries a derogatory and discriminatory tone towards Black people, implying they are incapable and reliant on whites",hate,Blacks are incapable of self-governance
